longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,id,bedroom_share,population_per_room,-,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,NEAR BAY,45,25.36231884057971,0.4335748792270531,0,0,0,0,1,0
-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,NEAR BAY,46,28.62222222222222,0.5475555555555556,0,0,0,0,1,0
-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,NEAR BAY,47,30.98311817279047,0.5541211519364448,0,0,0,0,1,0
-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,NEAR BAY,48,31.25,0.6778846153846154,0,0,0,0,1,0
-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,NEAR BAY,49,39.64059196617336,0.7399577167019028,0,0,0,0,1,0
-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,NEAR BAY,50,50.55803571428571,0.8203125,0,0,0,0,1,0
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,NEAR BAY,51,24.411134903640257,0.5679871520342612,0,0,0,0,1,0
-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,NEAR BAY,52,26.482458863706924,0.6081962123564111,0,0,0,0,1,0
-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,NEAR BAY,53,27.975460122699385,0.7128834355828221,0,0,0,0,1,0
-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,NEAR BAY,54,20.085470085470085,0.5991452991452991,0,0,0,0,1,0
-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,NEAR BAY,55,25.71428571428571,0.6095238095238096,0,0,0,0,1,0
-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,NEAR BAY,56,23.263327948303715,0.5024232633279483,0,0,0,0,1,0
-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,NEAR BAY,57,22.498321020819343,0.4889187374076561,0,0,0,0,1,0
-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,NEAR BAY,58,24.585436193222783,0.7743330930064888,0,0,0,0,1,0
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,NEAR BAY,59,27.21518987341772,0.5949367088607594,0,0,0,0,1,0
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,NEAR BAY,60,18.822479928635147,0.49420160570918825,0,0,0,0,1,0
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,NEAR BAY,61,21.48148148148148,0.6370370370370371,0,0,0,0,1,0
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,NEAR BAY,62,25.0,0.49605263157894736,0,0,0,0,1,0
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.1909999999999998,76100.0,NEAR BAY,63,19.362745098039216,0.4256535947712418,0,0,0,0,1,0
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,NEAR BAY,64,21.980676328502415,0.47342995169082125,0,0,0,0,1,0
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,NEAR BAY,65,20.693069306930692,0.598019801980198,0,0,0,0,1,0
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,NEAR BAY,66,24.329896907216494,0.5415807560137457,0,0,0,0,1,0
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,NEAR BAY,67,23.758519961051608,0.4790652385589094,0,0,0,0,1,0
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,NEAR BAY,68,19.055944055944053,0.479020979020979,0,0,0,0,1,0
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,NEAR BAY,69,22.991788646911818,0.6508389860764013,0,0,0,0,1,0
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,NEAR BAY,70,19.791666666666664,0.5104166666666666,0,0,0,0,1,0
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,NEAR BAY,71,31.76470588235294,0.6224598930481283,0,0,0,0,1,0
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,NEAR BAY,72,24.170616113744074,0.6635071090047393,0,0,0,0,1,0
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,NEAR BAY,73,33.33333333333333,1.5,0,0,0,0,1,0
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,NEAR BAY,74,19.281437125748504,0.3473053892215569,0,0,0,0,1,0
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,NEAR BAY,75,37.348423605497175,0.6160064672594988,0,0,0,0,1,0
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,NEAR BAY,76,19.28620452985587,0.424159231297186,0,0,0,0,1,0
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,NEAR BAY,77,20.132560066280032,0.5973487986743994,0,0,0,0,1,0
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,NEAR BAY,78,21.432664756446993,0.6040114613180516,0,0,0,0,1,0
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,NEAR BAY,79,25.730994152046783,0.5029239766081871,0,0,0,0,1,0
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,NEAR BAY,80,31.277056277056275,0.6590909090909091,0,0,0,0,1,0
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,NEAR BAY,81,26.666666666666668,0.8714285714285714,0,0,0,0,1,0
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,NEAR BAY,82,28.52941176470588,0.5882352941176471,0,0,0,0,1,0
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,NEAR BAY,83,42.487046632124354,0.8963730569948186,0,0,0,0,1,0
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,NEAR BAY,84,19.40928270042194,0.49261603375527424,0,0,0,0,1,0
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,NEAR BAY,85,18.499353169469597,0.48771021992238034,0,0,0,0,1,0
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,NEAR BAY,86,51.24999999999999,0.6613636363636364,0,0,0,0,1,0
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,NEAR BAY,87,39.77142857142857,0.624,0,0,0,0,1,0
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,NEAR BAY,88,40.0,1.1904761904761905,0,0,0,0,1,0
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,NEAR BAY,89,31.32530120481928,1.5903614457831325,0,0,0,0,1,0
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,NEAR BAY,90,39.436619718309856,0.8048289738430584,0,0,0,0,1,0
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,NEAR BAY,91,40.46511627906977,4.2046511627906975,0,0,0,0,1,0
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,NEAR BAY,92,32.29166666666667,1.9895833333333333,0,0,0,0,1,0
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,NEAR BAY,93,32.89099526066351,0.680568720379147,0,0,0,0,1,0
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,NEAR BAY,94,36.3265306122449,0.7737609329446065,0,0,0,0,1,0
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,NEAR BAY,95,46.48151623193845,0.6509664102082943,0,0,0,0,1,0
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,NEAR BAY,96,28.959965187119234,0.4456048738033072,0,0,0,0,1,0
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,NEAR BAY,97,31.94029850746269,0.6029850746268657,0,0,0,0,1,0
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,NEAR BAY,98,34.49212384573601,0.5497012493210212,0,0,0,0,1,0
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,NEAR BAY,99,29.865125240847785,0.5059179741260666,0,0,0,0,1,0
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,NEAR BAY,100,30.369415807560134,0.4948453608247423,0,0,0,0,1,0
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,NEAR BAY,101,27.609369617636926,0.4414398897692043,0,0,0,0,1,0
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,NEAR BAY,102,28.337236533957842,0.45550351288056207,0,0,0,0,1,0
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,NEAR BAY,103,32.52900232018561,0.41531322505800466,0,0,0,0,1,0
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,NEAR BAY,104,32.60091977516607,0.45801396695622554,0,0,0,0,1,0
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,NEAR BAY,105,14.910536779324055,0.44665341285619614,0,0,0,0,1,0
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,NEAR BAY,106,23.790720631786773,0.34995064165844025,0,0,0,0,1,0
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,NEAR BAY,107,26.16609783845279,0.3902161547212742,0,0,0,0,1,0
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,NEAR BAY,108,21.574260270037346,0.41482332663027865,0,0,0,0,1,0
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,NEAR BAY,109,25.621816002397363,0.4554989511537309,0,0,0,0,1,0
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,NEAR BAY,110,20.29494382022472,0.3862359550561798,0,0,0,0,1,0
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,NEAR BAY,111,28.826463638750326,0.47414019427671306,0,0,0,0,1,0
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,NEAR BAY,112,30.209648901237685,0.4417782268249558,0,0,0,0,1,0
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,NEAR BAY,113,23.526936026936028,0.3952020202020202,0,0,0,0,1,0
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,NEAR BAY,114,26.53440793552387,0.4184748915065096,0,0,0,0,1,0
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,NEAR BAY,115,22.439405785770134,0.4175136825645035,0,0,0,0,1,0
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,NEAR BAY,116,34.846674631620864,0.5093588211867782,0,0,0,0,1,0
-122.25,37.83,29.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,NEAR BAY,117,26.37231503579952,0.4262529832935561,0,0,0,0,1,0
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,NEAR BAY,118,15.864811133200796,0.3856858846918489,0,0,0,0,1,0
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,NEAR BAY,119,14.299212598425196,0.3458267716535433,0,0,0,0,1,0
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,NEAR BAY,120,15.760869565217392,0.3082298136645963,0,0,0,0,1,0
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,NEAR BAY,121,16.16766467065868,0.2934131736526946,0,0,0,0,1,0
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,NEAR BAY,122,14.67857142857143,0.37892857142857145,0,0,0,0,1,0
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,NEAR BAY,123,16.26523094361009,0.3335222442618305,0,0,0,0,1,0
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,NEAR BAY,124,13.9739663093415,0.34494640122511483,0,0,0,0,1,0
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457000000000002,337300.0,NEAR BAY,125,19.822205409494988,0.38414980139965954,0,0,0,0,1,0
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,NEAR BAY,126,16.115843270868822,0.35127768313458263,0,0,0,0,1,0
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,NEAR BAY,127,17.4357476635514,0.3966121495327103,0,0,0,0,1,0
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,NEAR BAY,128,13.504307753957123,0.32378280905630136,0,0,0,0,1,0
-122.2,37.84,30.0,2211.0,346.0,1165.0,343.0,6.0666,311500.0,NEAR BAY,129,15.649027589326097,0.5269109000452284,0,0,0,0,1,0
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,NEAR BAY,130,16.129032258064516,0.37524687294272546,0,0,0,0,1,0
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,392600.0,NEAR BAY,131,12.987012987012985,0.32962275819418674,0,0,0,0,1,0
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,NEAR BAY,132,16.05584642233857,0.37417102966841187,0,0,0,0,1,0
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,NEAR BAY,133,15.557749259624876,0.32122408687068116,0,0,0,0,1,0
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,NEAR BAY,134,13.8763197586727,0.3491704374057315,0,0,0,0,1,0
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,NEAR BAY,135,14.033983637507866,0.3410950283196979,0,0,0,0,1,0
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,NEAR BAY,136,15.131211613623673,0.3690675600223339,0,0,0,0,1,0
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,NEAR BAY,137,14.38692098092643,0.3460490463215259,0,0,0,0,1,0
-122.2,37.82,29.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,NEAR BAY,138,14.727420667209113,0.3417412530512612,0,0,0,0,1,0
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,NEAR BAY,139,14.164456233421753,0.33554376657824936,0,0,0,0,1,0
-122.18,37.81,30.0,292.0,38.0,1165.0,52.0,6.3624,483300.0,NEAR BAY,140,13.013698630136986,3.98972602739726,0,0,0,0,1,0
-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,NEAR BAY,141,14.021052631578948,0.3423157894736842,0,0,0,0,1,0
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,NEAR BAY,142,14.709851551956815,0.3599865047233468,0,0,0,0,1,0
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,NEAR BAY,143,21.355453582774444,0.44475820684786443,0,0,0,0,1,0
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,NEAR BAY,144,23.735581188997337,0.42191659272404614,0,0,0,0,1,0
-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,NEAR BAY,145,15.262778977681785,0.367170626349892,0,0,0,0,1,0
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,NEAR BAY,146,16.996448503297817,0.3881278538812785,0,0,0,0,1,0
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,NEAR BAY,147,21.300961978928083,0.5171781951442969,0,0,0,0,1,0
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,NEAR BAY,148,20.297462817147856,0.4693788276465442,0,0,0,0,1,0
-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,NEAR BAY,149,19.88239617787578,0.4355016538037486,0,0,0,0,1,0
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,NEAR BAY,150,16.74901185770751,0.37351778656126483,0,0,0,0,1,0
-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,NEAR BAY,151,18.206521739130434,0.35122282608695654,0,0,0,0,1,0
-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,NEAR BAY,152,23.905558288243974,0.38711264141662566,0,0,0,0,1,0
-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,NEAR BAY,153,15.980460572226098,0.427076064200977,0,0,0,0,1,0
-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,390100.0,NEAR BAY,154,13.734198838401094,0.3488213187564059,0,0,0,0,1,0
-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,410300.0,NEAR BAY,155,12.613390928725702,0.3719222462203024,0,0,0,0,1,0
-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,352400.0,NEAR BAY,156,12.595573440643863,0.3835010060362173,0,0,0,0,1,0
-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,287300.0,NEAR BAY,157,15.973154362416109,0.425503355704698,0,0,0,0,1,0
-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.507999999999999,348700.0,NEAR BAY,158,12.97085998578536,0.31201137171286425,0,0,0,0,1,0
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,243800.0,NEAR BAY,159,26.278069756330623,0.4386048733874821,0,0,0,0,1,0
-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,211500.0,NEAR BAY,160,18.91891891891892,0.40540540540540543,0,0,0,0,1,0
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,218400.0,NEAR BAY,161,24.436990896023,0.5735505510301868,0,0,0,0,1,0
-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,269900.0,NEAR BAY,162,19.976124154397134,0.41703143653004376,0,0,0,0,1,0
-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,218800.0,NEAR BAY,163,25.835396039603957,0.4248143564356436,0,0,0,0,1,0
-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,225000.0,NEAR BAY,164,25.849514563106794,0.4162621359223301,0,0,0,0,1,0
-122.25,37.8,43.0,2364.0,792.0,1359.0,722.0,2.1429,250000.0,NEAR BAY,165,33.50253807106599,0.5748730964467005,0,0,0,0,1,0
-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,171400.0,NEAR BAY,166,31.8830727396329,0.7219578518014956,0,0,0,0,1,0
-122.25,37.8,29.0,2468.0,864.0,1165.0,773.0,1.3929,193800.0,NEAR BAY,167,35.008103727714754,0.4720421393841167,0,0,0,0,1,0
-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,125000.0,NEAR BAY,168,30.14705882352941,0.7175245098039216,0,0,0,0,1,0
-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,97500.0,NEAR BAY,169,29.451287793952968,0.8258678611422172,0,0,0,0,1,0
-122.25,37.79,29.0,629.0,188.0,742.0,196.0,2.6458,125000.0,NEAR BAY,170,29.88871224165342,1.179650238473768,0,0,0,0,1,0
-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,138800.0,NEAR BAY,171,29.200896191187454,0.8110530246452576,0,0,0,0,1,0
-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,116700.0,NEAR BAY,172,36.11442193087008,0.9803337306317044,0,0,0,0,1,0
-122.25,37.8,43.0,2344.0,647.0,1710.0,644.0,1.6504,151800.0,NEAR BAY,173,27.602389078498295,0.7295221843003413,0,0,0,0,1,0
